updated,country,cases,todayCases,deaths,todayDeaths,recovered,todayRecovered,active,critical,casesPerOneMillion,deathsPerOneMillion,tests,testsPerOneMillion,population,continent,oneCasePerPeople,oneDeathPerPeople,oneTestPerPeople,activePerOneMillion,recoveredPerOneMillion,criticalPerOneMillion,countryInfo._id,countryInfo.iso2,countryInfo.iso3,countryInfo.lat,countryInfo.long,countryInfo.flag
1647410826787,Vietnam,6552918,0,41545,0,3383142,0,3128231,4269,66307,420,81738760,827095,98826293,Asia,15,2379,1,31653.83,34233.22,43.2,704,VN,VNM,21,105.8,https://disease.sh/assets/img/flags/vn.png
