updated,country,cases,todayCases,deaths,todayDeaths,recovered,todayRecovered,active,critical,casesPerOneMillion,deathsPerOneMillion,tests,testsPerOneMillion,population,continent,oneCasePerPeople,oneDeathPerPeople,oneTestPerPeople,activePerOneMillion,recoveredPerOneMillion,criticalPerOneMillion,countryInfo._id,countryInfo.iso2,countryInfo.iso3,countryInfo.lat,countryInfo.long,countryInfo.flag
1647410828475,Vietnam,6377438,161262,41477,92,3271978,108407,3063983,4230,64532,420,81738760,827095,98826293,Asia,15,2383,1,31003.72,33108.38,42.8,704,VN,VNM,21,105.8,https://disease.sh/assets/img/flags/vn.png
