country,province,timeline.cases.2/17/22,timeline.cases.2/18/22,timeline.cases.2/19/22,timeline.cases.2/20/22,timeline.cases.2/21/22,timeline.cases.2/22/22,timeline.cases.2/23/22,timeline.cases.2/24/22,timeline.cases.2/25/22,timeline.cases.2/26/22,timeline.cases.2/27/22,timeline.cases.2/28/22,timeline.cases.3/1/22,timeline.cases.3/2/22,timeline.cases.3/3/22,timeline.cases.3/4/22,timeline.cases.3/5/22,timeline.cases.3/6/22,timeline.cases.3/7/22,timeline.cases.3/8/22,timeline.cases.3/9/22,timeline.cases.3/10/22,timeline.cases.3/11/22,timeline.cases.3/12/22,timeline.cases.3/13/22,timeline.cases.3/14/22,timeline.cases.3/15/22,timeline.cases.3/16/22,timeline.cases.3/17/22,timeline.cases.3/18/22,timeline.deaths.2/17/22,timeline.deaths.2/18/22,timeline.deaths.2/19/22,timeline.deaths.2/20/22,timeline.deaths.2/21/22,timeline.deaths.2/22/22,timeline.deaths.2/23/22,timeline.deaths.2/24/22,timeline.deaths.2/25/22,timeline.deaths.2/26/22,timeline.deaths.2/27/22,timeline.deaths.2/28/22,timeline.deaths.3/1/22,timeline.deaths.3/2/22,timeline.deaths.3/3/22,timeline.deaths.3/4/22,timeline.deaths.3/5/22,timeline.deaths.3/6/22,timeline.deaths.3/7/22,timeline.deaths.3/8/22,timeline.deaths.3/9/22,timeline.deaths.3/10/22,timeline.deaths.3/11/22,timeline.deaths.3/12/22,timeline.deaths.3/13/22,timeline.deaths.3/14/22,timeline.deaths.3/15/22,timeline.deaths.3/16/22,timeline.deaths.3/17/22,timeline.deaths.3/18/22,timeline.recovered.2/17/22,timeline.recovered.2/18/22,timeline.recovered.2/19/22,timeline.recovered.2/20/22,timeline.recovered.2/21/22,timeline.recovered.2/22/22,timeline.recovered.2/23/22,timeline.recovered.2/24/22,timeline.recovered.2/25/22,timeline.recovered.2/26/22,timeline.recovered.2/27/22,timeline.recovered.2/28/22,timeline.recovered.3/1/22,timeline.recovered.3/2/22,timeline.recovered.3/3/22,timeline.recovered.3/4/22,timeline.recovered.3/5/22,timeline.recovered.3/6/22,timeline.recovered.3/7/22,timeline.recovered.3/8/22,timeline.recovered.3/9/22,timeline.recovered.3/10/22,timeline.recovered.3/11/22,timeline.recovered.3/12/22,timeline.recovered.3/13/22,timeline.recovered.3/14/22,timeline.recovered.3/15/22,timeline.recovered.3/16/22,timeline.recovered.3/17/22,timeline.recovered.3/18/22
China,"['anhui', 'beijing', 'chongqing', 'fujian', 'gansu', 'guangdong', 'guangxi', 'guizhou', 'hainan', 'hebei', 'heilongjiang', 'henan', 'hong kong', 'hubei', 'hunan', 'inner mongolia', 'jiangsu', 'jiangxi', 'jilin', 'liaoning', 'macau', 'ningxia', 'qinghai', 'shaanxi', 'shandong', 'shanghai', 'shanxi', 'sichuan', 'tianjin', 'tibet', 'unknown', 'xinjiang', 'yunnan', 'zhejiang']",144525,148291,154549,160760,168431,174848,183708,192730,202989,277762,328973,385351,441233,517789,595074,668037,735949,776077,812797,851885,882639,914831,944664,972785,1007357,1035685,1066837,1099067,1121344,1143612,4874,4895,4930,4924,4936,4972,5021,5061,5133,5213,5295,5380,5626,5804,6002,6190,6410,6643,6923,7214,7505,7786,8080,8365,8629,8915,9204,9483,9772,10037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
