cases.2/14/22,cases.2/15/22,cases.2/16/22,cases.2/17/22,cases.2/18/22,cases.2/19/22,cases.2/20/22,cases.2/21/22,cases.2/22/22,cases.2/23/22,cases.2/24/22,cases.2/25/22,cases.2/26/22,cases.2/27/22,cases.2/28/22,cases.3/1/22,cases.3/2/22,cases.3/3/22,cases.3/4/22,cases.3/5/22,cases.3/6/22,cases.3/7/22,cases.3/8/22,cases.3/9/22,cases.3/10/22,cases.3/11/22,cases.3/12/22,cases.3/13/22,cases.3/14/22,cases.3/15/22,deaths.2/14/22,deaths.2/15/22,deaths.2/16/22,deaths.2/17/22,deaths.2/18/22,deaths.2/19/22,deaths.2/20/22,deaths.2/21/22,deaths.2/22/22,deaths.2/23/22,deaths.2/24/22,deaths.2/25/22,deaths.2/26/22,deaths.2/27/22,deaths.2/28/22,deaths.3/1/22,deaths.3/2/22,deaths.3/3/22,deaths.3/4/22,deaths.3/5/22,deaths.3/6/22,deaths.3/7/22,deaths.3/8/22,deaths.3/9/22,deaths.3/10/22,deaths.3/11/22,deaths.3/12/22,deaths.3/13/22,deaths.3/14/22,deaths.3/15/22,recovered.2/14/22,recovered.2/15/22,recovered.2/16/22,recovered.2/17/22,recovered.2/18/22,recovered.2/19/22,recovered.2/20/22,recovered.2/21/22,recovered.2/22/22,recovered.2/23/22,recovered.2/24/22,recovered.2/25/22,recovered.2/26/22,recovered.2/27/22,recovered.2/28/22,recovered.3/1/22,recovered.3/2/22,recovered.3/3/22,recovered.3/4/22,recovered.3/5/22,recovered.3/6/22,recovered.3/7/22,recovered.3/8/22,recovered.3/9/22,recovered.3/10/22,recovered.3/11/22,recovered.3/12/22,recovered.3/13/22,recovered.3/14/22,recovered.3/15/22
413725909,415509488,417928871,419965462,421907484,423460327,424729329,426189510,427997018,429940676,431698659,433292632,434622357,435687130,437092984,438633501,440286745,442169037,443868498,445231819,446385062,447883779,449728702,451610525,453427687,455254136,456898762,458080589,459803969,461648398,5829391,5839949,5853131,5865487,5876066,5884440,5889744,5897169,5907316,5919279,5930022,5938860,5945150,5949575,5957345,5965281,5973264,5981705,5990206,5995686,5999710,6007511,6014705,6022403,6029789,6036330,6040973,6044270,6045865,6051225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
