updated,cases,todayCases,deaths,todayDeaths,recovered,todayRecovered,active,critical,casesPerOneMillion,deathsPerOneMillion,tests,testsPerOneMillion,population,oneCasePerPeople,oneDeathPerPeople,oneTestPerPeople,activePerOneMillion,recoveredPerOneMillion,criticalPerOneMillion,affectedCountries
1647410828462,459845492,1250746,6067946,4239,393351151,1554771,60426395,65334,58994,778.5,5959369399,755538.28,7887580980,0,0,0,7660.95,49869.68,8.28,227
