cases.2/17/22,cases.2/18/22,cases.2/19/22,cases.2/20/22,cases.2/21/22,cases.2/22/22,cases.2/23/22,cases.2/24/22,cases.2/25/22,cases.2/26/22,cases.2/27/22,cases.2/28/22,cases.3/1/22,cases.3/2/22,cases.3/3/22,cases.3/4/22,cases.3/5/22,cases.3/6/22,cases.3/7/22,cases.3/8/22,cases.3/9/22,cases.3/10/22,cases.3/11/22,cases.3/12/22,cases.3/13/22,cases.3/14/22,cases.3/15/22,cases.3/16/22,cases.3/17/22,cases.3/18/22,deaths.2/17/22,deaths.2/18/22,deaths.2/19/22,deaths.2/20/22,deaths.2/21/22,deaths.2/22/22,deaths.2/23/22,deaths.2/24/22,deaths.2/25/22,deaths.2/26/22,deaths.2/27/22,deaths.2/28/22,deaths.3/1/22,deaths.3/2/22,deaths.3/3/22,deaths.3/4/22,deaths.3/5/22,deaths.3/6/22,deaths.3/7/22,deaths.3/8/22,deaths.3/9/22,deaths.3/10/22,deaths.3/11/22,deaths.3/12/22,deaths.3/13/22,deaths.3/14/22,deaths.3/15/22,deaths.3/16/22,deaths.3/17/22,deaths.3/18/22,recovered.2/17/22,recovered.2/18/22,recovered.2/19/22,recovered.2/20/22,recovered.2/21/22,recovered.2/22/22,recovered.2/23/22,recovered.2/24/22,recovered.2/25/22,recovered.2/26/22,recovered.2/27/22,recovered.2/28/22,recovered.3/1/22,recovered.3/2/22,recovered.3/3/22,recovered.3/4/22,recovered.3/5/22,recovered.3/6/22,recovered.3/7/22,recovered.3/8/22,recovered.3/9/22,recovered.3/10/22,recovered.3/11/22,recovered.3/12/22,recovered.3/13/22,recovered.3/14/22,recovered.3/15/22,recovered.3/16/22,recovered.3/17/22,recovered.3/18/22
419965193,421907172,423460361,424729527,426189314,427996957,429940370,431698677,433292334,434652012,435738103,437167067,438730632,440404221,442306617,444025480,445418979,446580362,448091124,449945766,451831332,453654380,455488285,457145505,458352044,460086546,461951938,464205329,466259612,468134463,5865540,5876126,5884505,5889817,5897254,5907407,5919379,5930130,5938975,5945287,5949727,5957566,5965572,5973533,5981916,5990434,5995897,5999899,6007705,6014898,6022596,6029982,6036286,6040968,6044265,6045860,6051360,6058272,6065477,6070849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
