updated,country,cases,todayCases,deaths,todayDeaths,recovered,todayRecovered,active,critical,casesPerOneMillion,deathsPerOneMillion,tests,testsPerOneMillion,population,continent,oneCasePerPeople,oneDeathPerPeople,oneTestPerPeople,activePerOneMillion,recoveredPerOneMillion,criticalPerOneMillion,countryInfo._id,countryInfo.iso2,countryInfo.iso3,countryInfo.lat,countryInfo.long,countryInfo.flag
1638816920657,Vietnam,1323683,14591,26483,223,1010407,1130,286793,7006,13427,269,69947142,709495,98587244,Asia,74,3723,1,2909.03,10248.86,71.06,704,VN,VNM,21,105.8,https://disease.sh/assets/img/flags/vn.png
