updated,country,cases,todayCases,deaths,todayDeaths,recovered,todayRecovered,active,critical,casesPerOneMillion,deathsPerOneMillion,tests,testsPerOneMillion,population,continent,oneCasePerPeople,oneDeathPerPeople,oneTestPerPeople,activePerOneMillion,recoveredPerOneMillion,criticalPerOneMillion,countryInfo._id,countryInfo.iso2,countryInfo.iso3,countryInfo.lat,countryInfo.long,countryInfo.flag
1638816921491,Vietnam,1309092,14314,26260,199,1009277,1711,273555,6854,13279,266,69737261,707366,98587244,Asia,75,3754,1,2774.75,10237.4,69.52,704,VN,VNM,21,105.8,https://disease.sh/assets/img/flags/vn.png
