updated,country,cases,todayCases,deaths,todayDeaths,recovered,todayRecovered,active,critical,casesPerOneMillion,deathsPerOneMillion,tests,testsPerOneMillion,population,continent,oneCasePerPeople,oneDeathPerPeople,oneTestPerPeople,activePerOneMillion,recoveredPerOneMillion,criticalPerOneMillion,countryInfo._id,countryInfo.iso2,countryInfo.iso3,countryInfo.lat,countryInfo.long,countryInfo.flag
1638816921970,Vietnam,1294778,13998,26061,203,1007566,1107,261151,6788,13133,264,69698432,706972,98587244,Asia,76,3783,1,2648.93,10220.04,68.85,704,VN,VNM,21,105.8,https://disease.sh/assets/img/flags/vn.png
